   1.1358021e+08   1.1280364e+08   1.0090236e+08   1.6596058e+01  -7.4038009e+01  -2.5163958e+01   9.9898095e+17
   1.1008971e+08   7.3915307e+07   1.9829267e+07   1.0212461e+02   3.8138468e+01  -2.5224448e+01   1.0006058e+18
   1.1488050e+08   7.3366805e+06   2.1372651e+07  -1.6864243e+02   1.9443180e+02   7.7271574e+01   9.9979112e+17
   2.8794100e+08  -2.8359030e+07   1.5707145e+07   7.5820196e+00  -5.5383346e+01   6.9903811e+01   9.9984229e+17
   1.3214056e+07   2.6224209e+07   8.2470650e+07   1.0567375e+01  -1.0170905e+02  -1.3380063e+02   9.9986851e+17
   4.9867166e+07  -9.2898761e+06   1.4496591e+08  -3.3009248e+01   4.5576487e+01  -1.5377689e+02   9.9897932e+17
  -7.9360302e+07   4.0224769e+07  -2.2449069e+08   5.1873159e+01   2.3724226e+01   1.8606152e+02   1.0016447e+18
   5.8282362e+07  -4.4333686e+07   2.2220503e+07  -1.4081383e+02   2.0683895e+02   3.3087964e+01   1.0002827e+18
  -5.4505405e+07   7.5866029e+07  -1.6887348e+07   3.7109064e+01   1.8882675e+02   3.7978125e+01   1.0000479e+18
   8.6066970e+07   1.7660410e+07  -1.3587968e+08  -5.1378818e+01   2.2153018e+01   7.0099069e+01   9.9814418e+17
  -3.9359571e+07  -1.5141074e+08   1.6395128e+08   8.8413559e+00   1.7697095e+02   1.2440798e+02   9.9937730e+17
   2.4323398e+07  -1.3106250e+08   7.6184840e+06   8.3891411e+01   7.2156384e+01   5.4674246e+01   1.0003390e+18
   9.2173435e+07   2.0597267e+07   1.6014383e+08   1.5999969e+02   2.9513778e+01   6.5688049e+01   9.9978370e+17
   4.3520015e+07  -9.1098566e+07  -3.8830076e+07   3.4833369e+01   5.4450956e+01  -7.1066370e+01   1.0007466e+18
  -1.6335923e+07   2.0665818e+08   1.3995578e+07  -1.2314728e+01   6.3932668e+00  -3.2268062e+01   9.9819558e+17
   8.9956492e+07   1.6293461e+08  -7.9677234e+07  -6.3018733e+01   5.4554576e+01  -6.6022378e+01   1.0015285e+18
  -5.9525342e+06   2.2216186e+06  -1.8725634e+07  -1.2517172e+02   1.0201161e+01   5.1463733e+01   1.0003305e+18
  -2.0168232e+08   9.8086237e+06  -3.1854586e+07  -9.2548182e+01  -8.3953044e+01   6.7163875e+01   9.9901015e+17
  -4.7544420e+07   2.8760673e+08  -2.2473331e+08  -1.2764596e+02  -9.2068418e+01   4.7879150e+01   9.9926513e+17
  -4.7309690e+07   4.6593431e+07  -5.3313272e+07  -1.0345191e+02   5.2350169e+01  -9.8741089e+01   1.0012385e+18
  -1.3938146e+06  -3.1314567e+07  -1.3366150e+08   6.3515039e+01  -3.2698462e+01  -7.0372154e+01   9.9936021e+17
   2.9120284e+08  -5.8016200e+07  -9.4467225e+07   9.5335658e+01   8.9633616e+01   5.3996294e+01   9.9932625e+17
   2.0718648e+08   6.3222956e+07   9.8813500e+07  -3.9525787e+01  -4.8337209e+01  -6.2565449e+01   1.0009012e+18
   1.4837503e+08   8.1572687e+07   1.0276146e+08  -1.0877117e+02   8.4619749e+01  -1.1986965e+02   9.9930049e+17
  -3.4629615e+05   1.4157816e+08  -6.2581517e+07  -4.2078015e+01   7.4300533e+01   2.4062382e+01   9.9933597e+17
  -3.4264805e+07  -9.0623110e+07   2.9353681e+07   1.2659913e+01   1.4151800e+02  -5.5394234e+01   1.0000704e+18
   6.1070368e+07   3.5356773e+07  -1.1311062e+07  -1.2902633e+02   5.3102701e+00   3.3965582e+01   9.9985345e+17
  -8.0580331e+07  -6.7165366e+07  -1.2032286e+08   4.0640005e+01  -3.4923363e+01   1.6474664e+00   1.0025605e+18
   4.9358698e+07  -1.8409538e+08  -6.9124938e+07  -1.7700104e+02  -1.8979534e+02  -1.0901958e+02   1.0001528e+18
   1.0416999e+08  -1.1610062e+08   5.1931073e+07  -9.2464382e+01  -8.4235324e+01  -1.1063358e+02   1.0000122e+18
   3.6405106e+07   9.3328606e+07   7.7276194e+07  -5.2138549e+01   1.2924319e+02   8.3114567e+01   1.0005273e+18
   4.9044888e+07   1.4319105e+07   6.6244369e+07  -8.8496127e+01   1.1768990e+02   4.2403250e+01   1.0000820e+18
   1.2905070e+08  -1.5531504e+07   3.9656538e+07   1.7177145e+01  -1.7961240e+02   2.2436457e+02   1.0002111e+18
  -1.2144686e+08  -1.0230131e+08  -1.8695481e+08  -4.7069904e+01  -1.9773644e+02   8.4497123e+01   1.0005576e+18
  -1.9089110e+08   8.7796195e+07   1.1177043e+07   3.8110005e+01  -1.1573078e+02  -1.3061091e+02   1.0006613e+18
  -4.1780497e+07  -6.4594409e+07  -3.6561593e+07   2.8585898e+01   4.9128711e-01   1.7109661e+01   9.9809215e+17
  -1.8636600e+07   8.6199758e+07   1.4059512e+08  -7.6286578e+01  -3.7979056e+00   1.7856050e+02   1.0015222e+18
   9.6240926e+06   6.0331796e+07   6.3278546e+07   3.1640776e+01   1.3738725e+01   1.9775139e+02   9.9908878e+17
   3.8590315e+07   3.5095574e+06  -2.0061933e+08  -2.6921773e+01   9.4367292e+01  -3.3397833e+01   1.0000465e+18
   6.3598052e+07   7.2339032e+07   2.0741134e+08  -2.0285858e+01   7.6814940e+01  -9.6988586e+01   9.9991408e+17
   5.9715615e+07   4.2867219e+06   5.6580902e+07   5.3341280e+01  -7.2578476e+01  -1.3235924e+02   1.0008129e+18
   8.4413661e+07  -4.0000988e+07  -4.8938113e+07  -1.6376654e+02  -5.6886136e+01  -3.2712932e+01   9.9925583e+17
   1.1771813e+08  -2.0701003e+07  -3.1285404e+07   3.5347747e+01   1.1471787e+02  -5.0806557e+01   9.9960487e+17
  -4.3035849e+07   2.4493072e+08  -1.0443529e+08  -6.6498263e+01  -4.6008244e+01  -3.0917094e+01   1.0000967e+18
  -2.3601661e+07  -2.9320982e+07   1.9166025e+07  -1.2952869e+02  -5.6335563e+00  -9.2707312e+01   9.9914437e+17
   2.0989549e+07   2.3829642e+08   1.4934732e+07  -1.6231580e+02   1.9730559e+00  -2.7145026e+01   9.9974351e+17
  -1.6145136e+06   9.3658099e+07  -4.0522942e+07   1.2581212e+01   9.3996919e+01   1.0098918e+02   9.9846361e+17
   5.6226389e+07   1.9640897e+06   4.9887271e+07  -9.2385091e+01   2.1597779e+01   5.4724221e+01   9.9947425e+17
  -3.2815271e+07  -2.3714363e+07  -1.0766834e+08   4.6158971e+01   4.3969284e+01  -1.0749746e+02   9.9810970e+17
   1.8123429e+08  -5.7565656e+07  -1.9745320e+08   7.0411587e+01   3.4791546e+01  -3.5083088e+01   9.9951720e+17
   1.8140827e+07   7.5652165e+06  -1.9523418e+08   1.2976010e+02  -9.3857360e+00  -8.6961293e+01   1.0002466e+18
  -4.0048938e+07  -2.0392036e+07   3.9314200e+07  -5.9203723e+01   9.0312307e+01  -1.9579814e+02   1.0003576e+18
   1.1761330e+08   1.2197185e+08  -1.6775180e+07  -6.9316666e+01   1.3780830e+01  -4.9334157e+01   1.0005277e+18
   7.4196111e+07  -4.2712118e+07   4.6195236e+07   4.2726820e+01   1.0882962e+02   1.0831650e+02   1.0003615e+18
