8.8159e+07	-2.3756e+07	1.8217e+08	56.695	247.76	158.01	9.9999e+17
-1.8976e+07	-3.3419e+07	-3.6066e+05	-14.857	-165.73	-58.94	9.9844e+17
-9.1436e+07	-6.8384e+07	2.1487e+08	87.364	298.49	-4.9823	1.0001e+18
-2.5783e+07	-1.7249e+07	1.6151e+08	-58.683	-119.01	-5.0576	1e+18
-1.1751e+08	1.8118e+08	-1.108e+08	-35.958	36.383	-44.099	1.0014e+18
6.6531e+07	-5.9466e+07	5.7544e+07	11.59	9.2481	119.2	1.001e+18
-3.6235e+07	-1.8809e+05	-1.7226e+07	195.47	73.98	-165.64	9.9982e+17
2.2079e+07	-1.4207e+08	8.3662e+07	-107.02	-85.779	-76.704	9.9968e+17
-8.5882e+07	2.8648e+07	-2.2642e+08	152.22	76.832	66.239	9.9794e+17
5.6733e+07	-2.5725e+07	2.369e+07	221.17	-71.584	12.769	9.9956e+17
1.1829e+07	-1.7513e+08	4.0249e+06	110.9	-44.258	149.87	1.0001e+18
-1.079e+08	6.5902e+07	-7.3714e+07	46.506	74	55.423	1.0002e+18
-7.4524e+07	-2.5169e+08	1.9792e+06	-72.235	61.849	74.053	9.9946e+17
-7.8087e+07	-1.394e+08	-1.0862e+08	-71.389	171.65	-43.752	9.9963e+17
-1.1832e+08	-1.0527e+07	-1.4388e+08	50.457	107.09	-91.737	9.9836e+17
-2.6198e+08	1.1884e+08	-8.196e+07	67.775	-74.131	85.486	1.001e+18
-3.2165e+07	-1.6072e+08	-7.0704e+07	144.96	-79.412	176.57	9.9873e+17
-4.9753e+07	-7.0802e+05	1.8843e+08	171.31	-110.89	-54.602	1.001e+18
2.3788e+06	6.8864e+07	1.1278e+08	-55.586	-190	142.55	1.0015e+18
-6.1835e+07	2.5882e+08	-2.5373e+08	104.82	64.933	-143.67	1.0001e+18
-2.3761e+08	-5.8773e+07	-1.1296e+08	-141.33	83.964	115.82	9.9789e+17
-2.5377e+07	-1.3226e+08	-6.5311e+07	14.578	-16.686	11.418	9.9894e+17
1.273e+08	1.8024e+08	-4.1668e+07	-67.771	-107.38	9.1032	1.0002e+18
1.4221e+07	-1.5818e+08	3.5588e+07	-44.941	-92.002	40.483	1.0016e+18
1.0915e+07	-7.3792e+07	5.4806e+07	-93.449	54.972	-149.96	1.001e+18
1.2876e+08	1.1053e+08	9.4825e+07	89.513	-192.06	74.796	1.0005e+18
9.7137e+05	6.5939e+07	-1.1076e+08	206.86	83.803	111.42	9.9994e+17
-5.5582e+07	-4.3741e+07	-9.8659e+07	-24.89	-4.1289	21.19	1.0002e+18
1.6929e+07	-2.5506e+07	-1.721e+08	-11.316	-98.806	62.445	1.0002e+18
-4.0249e+07	-2.3288e+08	-5.448e+07	157.29	101.54	-69.765	9.9976e+17
5.5779e+07	-1.5748e+07	-8.4564e+07	-112.57	122.7	-139.04	9.9936e+17
3.1599e+07	-2.0249e+08	-2.4141e+07	21.221	23.714	157.85	1.0001e+18
-4.8821e+07	-1.2806e+08	-1.7452e+08	-120.92	8.3173	-72.67	9.9999e+17
-1.4097e+08	4.0645e+07	-1.3524e+07	31.791	15.295	-67.284	9.9939e+17
9.083e+07	-6.4069e+07	9.8541e+07	-27.487	-167.88	-245.55	1.0003e+18
-7.0979e+06	-1.0705e+08	7.0551e+07	-78.65	52.376	-191.15	9.9922e+17
5.9196e+07	5.7149e+07	-1.0421e+08	-99.806	54.763	-28.347	9.9932e+17
-4.4149e+06	-3.936e+07	-1.4348e+08	19.404	-81.367	7.1644	1.0009e+18
-1.4428e+08	3.7431e+06	-1.8844e+07	39.902	-10.603	-23.684	1.0012e+18
-1.5429e+08	-7.4922e+07	9.7255e+07	185.81	-161.77	75.252	1.0004e+18
6.1147e+07	-9.8802e+06	2.7134e+08	-84.937	-52.023	-18.006	1.0006e+18
-5.3722e+07	-2.2072e+07	2.3785e+06	-31.696	-1.413	-38.967	1.0011e+18
1.0282e+08	-7.7479e+07	-2.1103e+08	6.7998	46.297	-44.275	1.0008e+18
-1.2617e+05	2.2177e+07	6.5259e+07	-136.93	30.762	96.343	9.987e+17
-5.0898e+07	-1.745e+08	-1.7818e+08	143.51	63.501	92.433	9.9906e+17
-2.5392e+07	1.3792e+08	8.2036e+07	9.86	-159.5	217.67	1.0009e+18
-1.0448e+08	6.6862e+07	-4.9754e+07	43.341	-43.913	-213.96	9.9898e+17
5.1625e+05	-3.3009e+07	1.9285e+08	21.292	-15.908	31.316	1.0005e+18
-5.6288e+07	1.6491e+08	-1.5857e+08	4.7093	76.383	-121.5	1.0016e+18
-1.8394e+08	1.1513e+08	-1.0298e+08	223.12	-181.77	-22.639	9.9882e+17
4.23e+07	-7.3377e+07	-8.0543e+07	55.306	-205.17	-147.9	1.0002e+18
-1.2746e+08	-1.5533e+08	1.0271e+08	-68.696	112.74	130.3	9.9981e+17
1.1231e+08	-4.4555e+07	1.2108e+08	-20.551	1.7555	175.69	1.0015e+18
1.2524e+08	-2.5694e+07	5.5985e+07	118.6	78.593	-16.473	9.9999e+17
-1.0344e+08	4.954e+07	1.001e+07	33.614	-299.78	-34.447	1.0011e+18
1.3685e+08	7.4961e+07	-1.4784e+08	-74.314	10.865	-66.25	9.9874e+17
-9.3794e+07	1.4784e+08	8.891e+07	-162.04	16.832	85.302	9.9991e+17
3.3199e+07	-1.8221e+06	9.2533e+07	-47.878	105.31	161.34	9.9934e+17
-1.0934e+08	-6.9518e+07	6.8751e+06	79.57	-36.308	-76.957	9.9902e+17
-5.2299e+07	2.2326e+07	-9.5892e+07	14.37	-135.88	-17.555	1.0006e+18
-8.1612e+07	-3.7876e+05	-5.6133e+07	67.381	109.27	73.356	9.9945e+17
-4.0385e+07	1.0234e+08	1.297e+07	-113.93	90.524	-145.52	1e+18
-7.492e+07	1.0857e+08	-1.2767e+08	171.17	-17.122	91.66	1.0019e+18
-1.0094e+08	9.0931e+07	-2.4221e+07	110.42	46.091	-34.726	1e+18
1.6913e+08	9.883e+07	-7.2119e+07	62.815	37.163	-26.77	1e+18
-3.3742e+07	-2.7105e+07	-1.6503e+08	52.058	-58.387	-53.104	1.0001e+18
-2.0155e+07	-2.5721e+08	-3.3247e+07	9.5597	16.402	-27.344	9.9913e+17
3.8293e+07	2.1504e+08	-8.6765e+07	25.318	-52.836	-29.47	1.001e+18
-3.8565e+07	-9.6099e+07	-1.0024e+08	-35.296	3.286	-23.52	9.9937e+17
7.9509e+07	6.7283e+07	-4.6473e+07	20.67	-155.02	204.71	9.996e+17
-5.526e+07	1.3725e+08	6.2196e+06	81.089	93.571	97.493	1.0013e+18
-1.0026e+08	-9.9516e+06	-1.3517e+08	-20.195	-83.742	-153.45	9.9946e+17
-6.5763e+07	-1.3071e+07	2.5329e+08	-31.812	-46.592	23.542	1.0007e+18
1.1395e+08	-1.8419e+08	-2.0288e+07	12.927	-97.411	-12.706	1e+18
4.7284e+07	-2.0054e+07	-3.666e+07	-135.93	25.143	241.49	9.9909e+17
6.3813e+07	1.4561e+08	-6.7016e+07	95.716	-152.39	-90.289	9.996e+17
-1.047e+08	-5.3525e+07	-2.0838e+08	116.44	97.051	-90.775	1.0013e+18
-1.4172e+08	-1.2015e+08	-1.3139e+07	-17.08	88.249	35.68	1.0013e+18
6.1925e+07	5.8117e+07	7.67e+07	144.39	26.535	59.707	1.0004e+18
4.4705e+06	-1.2394e+08	1.0103e+08	45.409	100.01	-42.288	9.9881e+17
1.1506e+07	5.9894e+07	-6.1802e+07	29.603	-42.204	-38.08	9.9858e+17
4.6928e+07	-2.3428e+08	-93412	58.267	56.01	-219.5	9.9986e+17
-1.9646e+08	-3.6605e+07	1.5155e+08	84.972	-46.016	57.277	1.0021e+18
-1.5803e+08	-5.9479e+07	1.2211e+08	39.544	-7.568	220.13	9.986e+17
3.6317e+07	4.2536e+07	7.5387e+07	140.17	168.18	288.28	1.0011e+18
3.3598e+06	-9.3861e+07	-5.4793e+06	-92.174	-31.99	10.046	1.0015e+18
-4.2679e+07	5.6295e+07	3.1282e+07	1.0494	172.94	-55.767	9.9824e+17
-9.0836e+07	6.3022e+07	-5.1151e+07	-48.415	-224.54	191.07	1.0024e+18
-1.4922e+08	-9.824e+07	1.2018e+07	119.61	79.412	-140.81	9.9881e+17
-3.3587e+07	-6.921e+07	4.6682e+07	18.866	115.72	76.147	1.0005e+18
-8.5808e+07	1.8859e+08	-2.1937e+08	99.938	-68.895	-255.25	1.0005e+18
-2.1702e+06	5.6436e+07	-2.2136e+07	-48.33	130.03	-38.616	1.0005e+18
-9.8207e+07	9.1181e+07	-8.0877e+07	-199.06	-153.79	-118.36	9.9904e+17
-3.3623e+07	-7.0628e+07	1.8334e+08	72.808	65.735	65.589	9.9691e+17
4.5431e+07	3.1541e+07	-6.4803e+06	-112.26	-120.28	-217.19	9.9997e+17
-2.4585e+08	-4.01e+07	-5.7326e+07	64.917	9.1682	-67.62	1.0001e+18
1.2513e+08	-6.1103e+06	-4.7148e+07	118.21	104.17	109.71	9.9968e+17
1.455e+08	-7.1619e+07	8.2989e+06	13.567	-147.9	49.353	9.9965e+17
3.3068e+07	-4.3733e+07	9.381e+07	-35.818	149.32	105.77	1.0001e+18
9.1756e+07	5.5013e+07	1.0286e+08	58.246	-279.06	-137.24	1.0018e+18
-2.4538e+08	1.8203e+07	1.5307e+07	-97.578	-103.93	46.878	1.0002e+18
-5.0645e+06	-1.5212e+08	-2.0257e+08	-161.11	156.75	57.534	9.9903e+17
-9.6008e+07	1.8362e+08	-8.9964e+07	-0.70731	29.055	22.969	1.0005e+18
3.082e+07	5.4641e+07	1.4738e+07	-124.98	-27.249	221.37	1.0007e+18
1.5609e+07	-1.6981e+08	-4.4982e+07	47.666	-72.517	-127.32	1.0022e+18
-6.3771e+07	-1.6134e+08	2.4605e+07	-54.425	-127.33	-100.01	9.9987e+17
-7.3265e+07	2.0139e+08	-5.4146e+07	-60.486	20.074	-124.58	1.0006e+18
1.1962e+08	1.6173e+08	-1.0638e+08	127.6	-31.68	-25.767	9.9935e+17
8.0152e+07	-4.2339e+07	-1.112e+07	-89.85	160.38	124.12	9.9951e+17
-1.4942e+06	-8.0666e+07	-6.7037e+07	197.46	-46.789	53.192	9.9897e+17
